Instrument,Company Common Name,Country of Headquarters,Credit Combined Implied Rating,Return on Capital Employed - %,PPE - Net Percentage of Total Assets,Tax Rate - Actual,"Effective Tax Rate, (%)",Tax Rate - Mean,Total Assets,Net Debt to Total Equity,Market Capitalization,Total Debt Percentage of Total Equity,Shareholders' Equity - Attributable to Parent ShHold - Total,Total Liabilities & Equity,Environmental Expenditures,Research And Development,Total Revenue,Capital Expenditures - Total,Year
SHP.HM,Southern Hydropower JSC,Vietnam,AAA,4.82755470963446,91.22447,,0.1515,,2926554590619.0,1.37051,937102000000.0,139.57608,1080802526745.0,2926554590619.0,,,194095070220.0,622876335886.0,2013.0
HYDP.CM,Lotus Hydro Power PLC,Sri Lanka,AA-,1.01653783688036,95.74943,,38.2836,,922533886.0,0.07742,523622937.6,10.76577,758817750.0,922533886.0,,,87270120.0,1644793.0,2013.0
MLEES.EUA,Galatia Energie SA,France,,,,,,,,,,,,,,,,,2013.0
ALTS.BU,Alteo Energiaszolgaltato Nyrt,Hungary,A+,6.36676495946328,68.764,,,,8536602000.0,1.82499,5274165000.0,243.7026,1873367000.0,8536602000.0,,,6147594000.0,139747000.0,2013.0
PANA.CM,Panasian Power PLC,Sri Lanka,A,15.7109457128152,41.41967,,3.43247,,1170851286.0,0.02642,1100000000.0,9.15798,1040191166.0,1170851286.0,,,222861070.0,44248352.0,2013.0
ENRG.TA,Energix Renewable Energies Ltd,Israel,A-,-3.68016549024434,22.3569,,,,209470000.0,-0.16133,373914861.45,0.0,182048000.0,209470000.0,,,10721000.0,7096000.0,2013.0
ABOG.DE,clearvise AG,Germany,BB,3.08502621632836,79.90384,,,,159294371.95,3.09163,19200000.0,326.63082,34172125.61,159294371.95,,,15757800.0,18946000.0,2013.0
1165.HK,Shunfeng International Clean Energy Ltd,China,CCC+,3.82966608317403,82.19732,,,,9638582000.0,1.74673,10294271253.8842,186.32911,1777211000.0,9638582000.0,,13854000,1529676000.0,3436375000.0,2013.0
KRME.NS,Karma Energy Ltd,India,BB+,3.5272723004307,64.57119,,,,1599012000.0,2.1655,121484139.0,226.74665,385123000.0,1599012000.0,,,314678000.0,5463000.0,2013.0
AEGA.OL,Aega ASA,Norway,B+,26.4422998254613,,,0.0,,23663585.64151,-1.96423,10022553.6050628,,12042968.9124,23663585.64151,,,4029824.0,,2013.0
1281.HK,Xinda Investment Holdings Ltd,China,BB-,1.50834183169614,2.01572,,60.44523,,911884000.0,0.39422,813109237.019268,51.2672,330137000.0,911884000.0,,,100908000.0,17549000.0,2013.0
PUNTILLA.SN,Electrica Puntilla SA,Chile,BBB+,4.42985391364942,34.19981,,14.16398,,125464823000.0,0.12452,162290388456.0,39.3871,87807402000.0,125464823000.0,,,14464434000.0,51781515000.0,2013.0
601016.SS,CECEP Wind-Power Corp,China,BBB-,5.56947132049562,84.39269,,9.71198,,12155089312.05,1.96233,,206.91127,2769934596.13,12155089312.05,,1073430,1082987960.0,1214916058.0,2013.0
DRL.HM,Hydro Power JSC-Power No.3,Vietnam,AAA,27.0898827273865,64.98011,,6.09686,,122778360219.0,-0.29501,242250000000.0,,110757310949.0,122778360219.0,,,57682637220.0,159935861.0,2013.0
FDE.MI,Frendy Energy SpA,Italy,AA-,2.27079427279494,51.83005,,18.98729,,21206597.0,0.27936,56277000.0,64.6456,11714866.0,21206597.0,,,1182130.0,2087531.0,2013.0
WAAE.BO,Waaree Renewable Technologies Ltd,India,,1.82291238272426,0.10457,,29.47703,,100796106.0,-0.02604,128215387.5,,100223713.0,100796106.0,,,4929840.0,0.0,2013.0
MEL.NZ,Meridian Energy Ltd,New Zealand,A+,5.09033603190874,91.29117,27.4,27.44479,22.9,7590000000.0,0.18666,1556712896.24,24.62236,4634000000.0,7590000000.0,,,2509000000.0,306000000.0,2013.0
AMTL.BO,Advance Metering Technology Ltd,India,BBB,-5.72585842820877,58.19564,,,,1998248197.0,-0.14374,289837261.3,28.44585,1489007325.0,1998248197.0,,,149961830.0,31859432.0,2013.0
CKP.BK,CK Power PCL,Thailand,A-,4.25633923739212,64.28427,,0.31223,,50481511878.0,0.87957,13200000000.0,95.25908,11589785087.0,50481511878.0,,,5612321430.0,1206598624.0,2013.0
UKWG.L,Greencoat UK Wind PLC,United Kingdom,BB+,,,,0.0,,402264803.0,0.12175,351480291.03,14.24199,351074553.0,402264803.0,,,26875690.0,,2013.0
TSE.BK,Thai Solar Energy PCL,Thailand,BBB-,12.9990056148343,88.27098,,,,5304816484.0,3.7678,,379.23538,932726489.0,5304816484.0,,,141039100.0,3611258651.0,2013.0
EAM.OL,EAM Solar ASA,Norway,B+,2.17926047389609,79.37467,,2.22979,,29885776.0,-0.15725,24930192.8211213,0.0,29324161.0,29885776.0,,,3109550.0,,2013.0
CWENa.N,Clearway Energy Inc,United States of America,BB,6.948109058927,70.75355,,6.10687,,3238000000.0,1.377,2610652500.0,142.41214,629000000.0,3238000000.0,,,387000000.0,353000000.0,2013.0
1250.HK,Shandong Hi-Speed New Energy Group Ltd,Hong Kong,B,23.6187060532973,19.20997,,41.38207,,394319609.79236,-0.39997,217600000.0,12.29281,250065397.49244,394319609.79236,,,216751429.0,11439893.73243,2013.0
TRIG.L,Renewables Infrastructure Group Ltd,Guernsey,BB,,,,0.0,,,,,,,,,,12154000.0,,2013.0
RNW.TO,TransAlta Renewables Inc,Canada,BBB+,5.01682347561484,84.77189,15.0,27.2796,24.9,2013638000.0,0.624,1260186681.32,64.20507,1027769000.0,2013638000.0,,,245341000.0,46798000.0,2013.0
AKI.MC,Akiles Corporation ED,Bulgaria,,,9.76877,,9.2437,,15396000.0,0.01463,,2.04937,12938000.0,15396000.0,,,159000.0,,2013.0
8326.HK,Tonking New Energy Group Holdings Ltd,Hong Kong,BB,9.03421132303966,44.12924,,,,108572000.0,-0.5383,660000000.0,,79871000.0,108572000.0,,,238751000.0,16944000.0,2013.0
JPWR_u.V,Jade Power Trust,Canada,A+,,,,,,,,,,,,,,,,2013.0
AY.OQ,Atlantica Sustainable Infrastructure PLC,United Kingdom,BBB-,2.68847009990751,78.69898,,,,5613948000.0,1.33683,,169.92748,1634183000.0,5613948000.0,,,210907000.0,401678000.0,2013.0
NEP.N,Nextera Energy Partners LP,United States of America,B+,3.36133119919926,87.27687,,28.57143,,2633000000.0,2.48527,,252.31417,713000000.0,2633000000.0,,,179000000.0,647000000.0,2013.0
PAMEL.IS,Pamel Yenilenebilir Elektrik Uretim AS,Turkey,AA-,0.391491082336754,81.87728,,,,41161579.0,1.62562,,162.87661,14092203.0,41161579.0,,0,2512390.0,8321590.0,2013.0
IB.MI,Iniziative Bresciane Inbre SpA,Italy,BBB,14.2364705167454,49.32334,,19.62674,,111741851.0,1.34684,,135.14703,32530998.0,111741851.0,,,10733510.0,6440338.0,2013.0
TPCHm.BK,TPC Power Holding PCL,Thailand,BBB+,,60.7029,,1.85777,,1183037047.78,0.3232,,74.7071,574313989.75,1183037047.78,,,180253690.0,136315008.62,2013.0
SCATC.OL,Scatec ASA,Norway,B,-4.31293541315283,52.94421,,141.82916,,3524482000.0,3.31805,,601.71694,103976000.0,3524482000.0,,,128972000.0,1313765000.0,2013.0
1381.HK,Canvest Environmental Protection Group Company Ltd,Hong Kong,A-,20.7986883710036,38.08067,,11.71621,,1240598000.0,0.20815,,50.08203,676031000.0,1240598000.0,,,390173000.0,33487000.0,2013.0
9517.T,eREX Co Ltd,Japan,BBB-,24.7525434264289,39.05779,,40.7291,,9840898000.0,0.18123,,93.4005,3447176000.0,9840898000.0,,,15311054000.0,3005928000.0,2013.0
GNX.AX,Genex Power Ltd,Australia,BB-,-23.7077512076106,,,,,7936601.0,3.45247,,480.59474,176514.0,7936601.0,,54230,3380.0,,2013.0
GREG.MC,Grenergy Renovables SA,Spain,BB,,,,,,,,,,,,,,,,2013.0
TML.AX,Timah Resources Ltd,Australia,BB,-468.589919062662,0.30398,,0.0,,689973.64609,,,,-434387.94568,689973.64609,,85673,20296.0,0.0,2013.0
BCPG.BK,BCPG PCL,Thailand,BBB+,,77.26544,,-0.02959,,9874602325.0,0.81084,,122.08296,4288449294.0,9874602325.0,,,1462794540.0,,2013.0
KPEN.BO,KP ENERGY Ltd,India,BBB+,18.4561128526646,8.41976,,31.08701,,104421000.0,1.2863,,141.33533,10035000.0,104421000.0,,,94429000.0,4720000.0,2013.0
3868.HK,Xinyi Energy Holdings Ltd,China,BBB+,,,,,,,,,,,,,,,,2013.0
AESB3.SA,AES Brasil Energia SA,Brazil,BB-,9.35513271566313,19.00796,,34.65525,,16573460000.0,0.34038,7023404219.18,59.12575,3948769000.0,16573460000.0,12701000.0,,2336933000.0,205941000.0,2013.0
AZRE.N,Azure Power Global Ltd,India,B,5.14634493250138,65.05842,,,,9274153000.0,,,,-233903000.0,9274153000.0,,,881345000.0,377781000.0,2013.0
601619.SS,Ningxia Jiaze Renewables Corp Ltd,China,BB+,,,,,,,,,,,,,,,,2013.0
TPIPP.BK,TPI Polene Power PCL,Thailand,AAA,4.18851631586938,51.33889,,-11.73343,,8175891250.0,0.12685,,13.61527,6328388413.0,8175891250.0,,,2116824600.0,863708870.0,2013.0
BIONB.L,Bion Plc,Malaysia,CCC,,,,,,,,,,,,,,,,2013.0
VPD.HM,Viet Nam Power Development JSC,Vietnam,AA,,,,,,,,,,,,,,,,2013.0
S4A.HM,Sesan 4A Hydroelectric JSC,Vietnam,AA,,,,,,,,,,,,,,,,2013.0
1257.HK,China Everbright Greentech Ltd,Hong Kong,BB-,,,,,,,,,,,,,,,,2013.0
600025.SS,Huaneng Lancang River Hydropower Inc,China,A-,,,,,,,,,,,,,,,,2013.0
ZHEN.SI,Zheneng Jinjiang Environment Holding Co Ltd,China,BB-,,59.6672,,20.35902,,5839996000.0,0.36035,,41.74148,2600252000.0,5839996000.0,,,1276724000.0,559178000.0,2013.0
ROEN.CY,R Energy 1 SA,Greece,BB,,,,,,,,,,,,,,,,2013.0
VVPR.OQ,VivoPower International PLC,United States of America,CCC,,,,,,,,,,,,,,,,2013.0
9519.T,Renova Inc,Japan,B+,,,,,,,,,,,,,,,,2013.0
TGRA.JK,Terregra Asia Energy Tbk PT,Indonesia,BBB-,,21.78378,,,,5553410093.0,,,,-132851022.0,5553410093.0,,,5434215920.0,,2013.0
SSP.BK,Sermsang Power Corporation PCL,Thailand,A-,-0.984428911648445,28.64947,,,,405777026.38,-0.00021,,0.0,385550512.33,405777026.38,,,0.0,65601997.08,2013.0
603693.SS,Jiangsu New Energy Development Co Ltd,China,BB+,,,,,,,,,,,,,,,,2013.0
RE.V,RE Royalties Ltd,Canada,BB+,,,,,,,,,,,,,,,,2013.0
NEW.AX,New Energy Solar Ltd,Australia,A+,,,,,,,,,,,,,,,,2013.0
NEOEN.PA,Neoen SA,France,BB,0.698949252025342,0.08254,,,,106458641.0,0.27978,,40.05682,73154634.0,106458642.0,,,,,2013.0
300614.SZ,Henan BCCY Environmental Energy Co Ltd,China,A,,74.28186,,3.42088,,214303673.73,0.03547,,9.01126,148103035.19,214303673.73,,,39527860.0,38681426.26,2013.0
WAAS.BO,WAA Solar Ltd,India,BB+,8.13295999017159,54.97213,,0.013,,2803046000.0,1.9891,,235.20916,701133000.0,2803046000.0,,,309993000.0,787205000.0,2013.0
ADNA.NS,Adani Green Energy Ltd,India,BBB-,,,,,,,,,,,,,,,,2013.0
RENER.MI,Renergetica SpA,Italy,BBB-,,,,,,,,,,,,,,,,2013.0
FINT.BEL,Fintel Energija ad Beograd,Republic of Serbia,BB,,,,,,,,,,,,,,,,2013.0
SPG.TO,Spark Power Group Inc,Canada,B+,,,,,,,,,,,,,,,,2013.0
KPIG.NS,KPI Green Energy Ltd,India,BBB-,,,,,,,,,,,,,,,,2013.0
3498.T,Kasumigaseki Capital Co Ltd,Japan,BB,,,,,,,,,,,,,,,,2013.0
6639.TWO,Grand Green Energy Co Ltd,Taiwan,BBB+,,,,,,,,,,,,,,,,2013.0
ACE.BK,Absolute Clean Energy PCL,Thailand,AA-,,,,,,,,,,,,,,,,2013.0
DDG.HN,Indochine Import Export Investment Industrial JSC,Vietnam,A+,,,,,,,,,,,,,,,,2013.0
NTH.HN,Nuoc Trong Hydro Power JSC,Vietnam,AA,,,,,,,,,,,,,,,,2013.0
NOVA.N,Sunnova Energy International Inc,United States of America,CCC+,,,,,,,,,,,,,,,,2013.0
KEEN.JK,Kencana Energi Lestari Tbk PT,Indonesia,A-,,,,,,,,,,,,,,,,2013.0
NATEN.IS,Naturel Yenilenebilir Enerji Ticaret AS,Turkey,A-,,,,,,,,,,,,,,,,2013.0
GPPR.KL,GPP Resources Bhd,Malaysia,B+,,,,,,,,,,,,,,,,2013.0
WIG.JS,Wigton Windfarm Ltd,Jamaica,,,,,,,,,,,,,,,,,2013.0
ANE.NM,Alpha Namibia Industries Renewable Energy Power Ltd,Namibia,,,,,,,,,,,,,,,,,2013.0
LAUG.CM,Laugfs Power Ltd,Sri Lanka,,,,,,,,,,,,,,,,,2013.0
PRYG.D,Pacifico Renewables Yield AG,Germany,BB-,,,,,,,,,,,,,,,,2013.0
ETC.BK,Earth Tech Environment PCL,Thailand,A+,,,,,,,,,,,,,,,,2013.0
CLOUD.OL,Cloudberry Clean Energy ASA,Norway,BB+,,,,,,,,,,,,,,,,2013.0
600905.SS,China Three Gorges Renewables Group Co Ltd,China,BBB-,,,,,,,,,,,,,,,,2013.0
601778.SS,Jinko Power Technology Co Ltd,China,BB-,,,,,,,,,,,,,,,,2013.0
DORL.TA,Doral Group Renewable Energy Resources Ltd,Israel,BB+,,,,,,,,,,,,,,,,2013.0
ESEN.IS,Esenboga Elektrik Uretim AS,Turkey,BBB+,,,,,,,,,,,,,,,,2013.0
MSKE.TA,Meshek Energy-Renewable Energies Ltd,Israel,BBB-,,,,,,,,,,,,,,,,2013.0
COXA.BIV,Cox Energy America SAB de CV,Mexico,BB+,,,,,,,,,,,,,,,,2013.0
BEPC.N,Brookfield Renewable Corp,United States of America,B,,,,,,,,,,,,,,,,2013.0
AYDEM.IS,Aydem Yenilenebilir Enerji AS,Turkey,A-,,,,,,,,,,,,,,,,2013.0
600032.SS,Zhejiang Provincial New Energy Investment Group Co Ltd,China,BB-,,,,,,,,,,,,,,,,2013.0
6806.TW,Shinfox Energy Co Ltd,Taiwan,BBB-,,,,,,,,,,,,,,,,2013.0
MNTK.OQ,Montauk Renewables Inc,United States of America,BBB,,,,,,,,,,,,,,,,2013.0
NOFR.TA,OY Nofar Energy Ltd,Israel,BBB+,,,,,,,,,,,,,,,,2013.0
ALTA.OL,Alternus Energy Group PLC,Ireland; Republic of,B-,,,,,,,,,,,,,,,,2013.0
ARR.TO,Altius Renewable Royalties Corp,Canada,A,,,,,,,,,,,,,,,,2013.0
MPCES.OL,MPC Energy Solutions NV,Netherlands,B,,,,,,,,,,,,,,,,2013.0
GWIND.IS,Galata Wind Enerji Anonim Sirket,Turkey,A,,,,,,,,,,,,,,,,2013.0
AMPS.N,Altus Power Inc,United States of America,BB-,,,,,,,,,,,,,,,,2013.0
RNW.OQ,Renew Energy Global PLC,United Kingdom,B,,,,,,,,,,,,,,,,2013.0
SOLR.TA,Solaer Renewable Energies Ltd,Israel,BB+,,,,,,,,,,,,,,,,2013.0
DEL.AX,Delorean Corporation Ltd,Australia,BB-,,,,,,,,,,,,,,,,2013.0
BIOEN.IS,Biotrend Cevre ve Enerji Yatirimlari AS,Turkey,BB,,,,,,,,,,,,,,,,2013.0
PRIM.TA,Prime Energy PE Ltd,Israel,B+,,,,,,,,,,,,,,,,2013.0
NSOL.OL,Norsk Solar AS,Norway,BB,,,,,,,,,,,,,,,,2013.0
MAGEN.IS,Margun Enerji Uretim Sanayi ve Ticaret AS,Turkey,BB+,,,,,,,,,,,,,,,,2013.0
CV.BK,Clover Power PCL,Thailand,BBB-,,,,,,,,,,,,,,,,2013.0
ECNER.MC,Grupo Ecoener SA,Spain,BB,,,,,,,,,,,,,,,,2013.0
OPDE.MC,Opdenergy Holding SA,Spain,CCC,,,,,,,,,,,,,,,,2013.0
001258.SZ,Xinjiang Lixin Energy Co Ltd,China,BB-,,,,,,,,,,,,,,,,2013.0
ANE.MC,Corporacion Acciona Energias Renovables SA,Spain,BBB+,,,,,,,,,,,,,,,,2013.0
HDF.PA,Hydrogene De France SA,France,AA-,,,,,,,,,,,,,,,,2013.0
CONSE.IS,Consus Enerji Isletmeciligi ve Hizmetleri AS,Turkey,,,,,,,,,,,,,,,,,2013.0
GVOLT.LS,Greenvolt Energias Renovaveis SA,Portugal,BB+,,,,,,,,,,,,,,,,2013.0
ECNR.TA,Econergy Renewable Energy Ltd,Israel,BB+,,,,,,,,,,,,,,,,2013.0
NAPZ.BU,NAP Nyrt,Hungary,,,,,,,,,,,,,,,,,2013.0
EGR1T.TL,Enefit Green AS,Estonia,A,,,,,,,,,,,,,,,,2013.0
ASAB.ST,Advanced SolTech Sweden AB (publ),Sweden,B,,,,,,,,,,,,,,,,2013.0
COMR3.SA,Comerc Participacoes SA,Brazil,,,,,,,,,,,,,,,,,2013.0
SPNEC.PS,Solar Philippines Nueva Ecija Corp,Philippines,A+,,,,,,,,,,,,,,,,2013.0
9522.T,Renewable Japan Co Ltd,Japan,CCC+,,,,,,,,,,,,,,,,2013.0
6873.TWO,HD Renewable Energy Co Ltd,Taiwan,AA-,,,,,,,,,,,,,,,,2013.0
MEGA3.SA,Omega Energia SA,Brazil,BB,-0.456997642119284,72.96116,,,,703747000.0,0.49585,,63.44922,325204000.0,703747000.0,,,48642000.0,121688000.0,2013.0
TGE.BK,Thachang Green Energy PCL,Thailand,BB+,,,,,,,,,,,,,,,,2013.0
6869.TWO,J&V Energy Technology Co Ltd,Taiwan,BBB,,,,,,,,,,,,,,,,2013.0
389260.KQ,Dae Myoung Energy Co Ltd,Korea; Republic (S. Korea),A-,,,,,,,,,,,,,,,,2013.0
ZAZZb.ST,ZAZZ Energy of Sweden AB (publ),Sweden,,,,,,,,,,,,,,,,,2013.0
HUNER.IS,Hun Yenilenebilir Enerji Uretim AS,Turkey,,,,,,,,,,,,,,,,,2013.0
ASLAG.PS,RASLAG Corp,Philippines,BBB,,,,,,,,,,,,,,,,2013.0
7590.TWO,Yiho International Co Ltd,Taiwan,BBB+,,,,,,,,,,,,,,,,2013.0
ENRS.MC,Enerside Energy SA,Spain,A-,,,,,,,,,,,,,,,,2013.0
AURE3.SA,Auren Energia SA,Brazil,BBB-,,,,,,,,,,,,,,,,2013.0
0295.HK,Kong Sun Holdings Ltd,Hong Kong,BB,-10.3326032958468,15.85046,,,,232338516.3871,-0.37791,194844420.55324,3.42001,208280683.78065,232338516.3871,,,6962096.0,2443217.71694,2012.0
ENGEPEC1.LM,Enel Generacion Peru SAA,Peru,A,13.522605182953,27.14799,,31.43176,,4536263000.0,0.30839,5160754336.5,38.66166,2510849000.0,4536263000.0,,,1524139000.0,68062000.0,2012.0
PSWW.PK,Principal Solar Inc,United States of America,CCC+,,,,,,,,,,,,,,,,2012.0
ABIO.PA,Albioma SA,France,BBB-,8.06719112979151,63.8655,,34.46834,,1196668000.0,1.42658,411734559.1,165.1563,289196000.0,1196668000.0,,,373811000.0,25324000.0,2012.0
WEB.V,Westbridge Energy Corp,Canada,AA,-49.1341149566919,70.0225,,,,8370175.0,-0.2962,8345321.565,,8198571.0,8370175.0,,,51230.0,3111006.0,2012.0
PWCO.PK,PwrCor Inc,United States of America,B+,-8.60118343195266,,,,,60572.0,,538466.88,,-10794.0,60572.0,,,85430.0,,2012.0
BLX.TO,Boralex Inc,Canada,BBB+,3.68617826172381,56.02409,,,,1229871000.0,1.86447,346004118.11,218.61938,319868000.0,1229871000.0,,5129000,184293000.0,16292000.0,2012.0
REVV.V,ReVolve Renewable Power Corp,Canada,AA,-22.6603846544382,0.5706,,,,1145560.36178,-1.05921,654211.10126956,,1025192.6858,1145560.36178,,,0.0,252228.84027,2012.0
NSEN.AS,New Sources Energy NV,Netherlands,A-,,,,,,,,,,,,,,96000.0,,2012.0
KPO.AX,Kalina Power Ltd,Australia,A+,-45.3782828298824,1.31805,,,,41778021.0,0.51677,19953446.622,73.17156,7306700.0,41778021.0,,,1467590.0,370050.0,2012.0
NKWh.V,Oceanic Wind Energy Inc,Canada,BB+,-39.1267814160563,1.60901,,,,5390034.0,-1.2578,3071280.6,,4181603.0,5390034.0,,99530,0.0,,2012.0
000591.SZ,CECEP Solar Energy Co Ltd,China,BBB-,11.8706274636957,14.28897,,39.54728,,2924460001.37,1.4329,1727428883.07,261.05348,415205339.5,2924460001.37,,,4708284780.0,65693966.05,2012.0
EP.BK,Eastern Power Group PCL,Thailand,BBB+,5.74098913280674,60.94399,,22.98635,,1803680296.42,1.11404,1412223994.58,113.9481,695230783.71,1803680296.42,,,631266650.0,1165491738.73,2012.0
000862.SZ,Ning Xia Yin Xing Energy Co Ltd,China,BB+,1.76706869496717,67.03328,,,,5107107607.45,6.44325,1655947800.0,710.57077,381060261.06,5107107607.45,,5934080,942251920.0,750327185.81,2012.0
HRPKk.DE,7C Solarparken AG,Germany,BBB-,5.13410619722341,86.56915,,,,73562000.0,4.40102,10966136.226,499.88903,11661000.0,73562000.0,,,25942000.0,25000.0,2012.0
1004.HK,China Smarter Energy Group Holdings Ltd,Hong Kong,BB-,-1.84432922817881,1.08397,,,,1197453000.0,0.00915,804012588.0,9.74615,669960000.0,1197453000.0,,,105026000.0,747000.0,2012.0
ELLO.A,Ellomay Capital Ltd,Israel,BB,1.60289906485744,41.83626,,,,97574620.8,-0.09228,48073472.3005056,30.82754,62986941.6,97574620.8,,,6917505.0,943065.29101,2012.0
EGIE3.SA,Engie Brasil Energia SA,Brazil,BBB+,24.0345422237711,78.65467,,28.53942,,12310884000.0,0.42793,21768952103.2,64.23816,5499588000.0,12310884000.0,56412000.0,,4912499000.0,334988000.0,2012.0
MLHYE.EUA,Hydro Exploitations SA,France,,12.4507738226318,,,,,,,6874560.0,,3979163.0,,,,1712960.0,,2012.0
000791.SZ,GEPIC Energy Development Co Ltd,China,BB+,7.18877633426046,89.86914,,5.93272,,13129525529.59,2.57814,5213980038.0,268.01539,3255046526.24,13129525529.59,,1908380,1565249470.0,850884167.68,2012.0
PERENAC1.LM,Peruana de Energia SAA,Peru,A-,4.45245856162008,0.33467,,0.0,,51992000.0,-0.04788,,0.0,49523000.0,51992000.0,,,5920000.0,90000.0,2012.0
CCE.AX,Carnegie Clean Energy Ltd,Australia,BB+,-4.10506024971684,0.32103,,,,88802761.0,-0.13835,44692277.85,0.0,85967613.0,88802761.0,,15080,335030.0,51197.0,2012.0
1185.HK,China Energine International Holdings Ltd,Hong Kong,B,-7.23225897388362,10.99138,,59.40542,,4561601000.0,0.6907,1408993462.14,92.30939,1792438000.0,4561601000.0,,,989885000.0,116026000.0,2012.0
IFEC.BK,Inter Far East Energy Corporation PCL,Thailand,CCC+,13.6752245796948,27.21554,,23.17117,,916274648.0,0.07711,1076573018.4,15.05991,692440971.0,916274648.0,,,626559750.0,20649745.0,2012.0
MEGA.KL,Mega First Corporation Bhd,Malaysia,A,17.3403966348809,27.73655,,27.45116,,895032000.0,-0.05639,387832000.0,9.2515,610738000.0,895032000.0,,,635304000.0,22791000.0,2012.0
0182.HK,Concord New Energy Group Ltd,Hong Kong,BBB+,1.80842349227652,16.61782,,63.81774,,6035581004.20645,0.14555,1693923646.13706,30.90414,3594311897.84516,6035581004.20645,,,894514687.0,573864181.07069,2012.0
0451.HK,GCL New Energy Holdings Ltd,Hong Kong,CCC+,2.94073210756422,60.3104,,,,1270815065.66742,1.41067,450693707.448282,152.0953,341781927.20605,1270815065.66742,,,1256675637.0,58328404.81141,2012.0
ARN.MI,Alerion Clean Power SpA,Italy,BB,6.98569394954863,58.51806,,50.43988,,472220000.0,1.64032,158976206.592,198.52369,138295000.0,472220000.0,,,76104000.0,22847000.0,2012.0
NOVA.BK,Nova Empire PCL,Thailand,BB+,5.65169355687111,14.61843,,31.82525,,1178378218.0,-0.62003,819000000.0,,1085689973.0,1178378218.0,,,809366660.0,9060061.0,2012.0
DWLP.PSX,Dawood Lawrencepur Ltd,Pakistan,A,0.668723059872182,3.67043,,12.36512,,5873024000.0,-0.11027,2701897049.25,0.0,5671096000.0,5873024000.0,,,385205000.0,48864000.0,2012.0
038870.KQ,EcoBio Holdings Co Ltd,Korea; Republic (S. Korea),A-,10.4418679254628,1.1526,,21.66802,,148171958852.0,1.09889,54839190840.0,198.31461,31102306502.0,148171958852.0,,86546000,56466457360.0,1801694365.0,2012.0
NEVE.PK,Nevo Energy Inc,United States of America,,,,,,,,,,,,,,,,,2012.0
MDIP.WA,MDI Energia SA,Poland,BBB+,-37.6232322859358,92.20504,,,,214010000.0,2.9273,25108198.2,293.91888,35229000.0,214010000.0,,,22730000.0,1337000.0,2012.0
600868.SS,Guangdong Meiyan Jixiang Hydropower Co Ltd,China,AA-,0.884650245381726,90.17281,,0.62992,,3001126960.94,0.2656,5238890354.04,26.66985,2172658816.36,3001126960.94,,2641760,599771390.0,129409393.13,2012.0
600674.SS,Sichuan Chuantou Energy Co Ltd,China,A-,2.45536365607714,27.57172,,3.87126,,15702538063.89,0.68499,16491509621.4,73.69686,8499524839.87,15702538063.89,,,1137124630.0,65518049.75,2012.0
ENLT.TA,Enlight Renewable Energy Ltd,Israel,BBB-,8.493910747604,40.91088,,25.54341,,276633000.0,2.81203,60490016.28,322.96289,59838000.0,276633000.0,,678000,74576000.0,9232000.0,2012.0
PANP.BU,PannErgy Nyrt,Hungary,A,-4.50697095499357,64.28041,,,,15880456000.0,0.06991,12190645245.0,19.48036,10112605000.0,15880456000.0,,,755418000.0,4139151000.0,2012.0
MORG.BO,Morgan Ventures Ltd,India,BB,-0.468065298997613,29.22104,,,,578934404.0,0.13747,61371940.0,14.79773,404126846.0,578934404.0,,,40934650.0,231159.0,2012.0
NPI.TO,Northland Power Inc,Canada,BBB,3.61512498562671,68.18942,,,,2518675000.0,2.00763,1602045889.88,205.28671,701116000.0,2518675000.0,,,361682000.0,364443000.0,2012.0
000040.SZ,Tunghsu Azure Renewable Energy Co Ltd,China,BB-,19.1267683219287,3.13992,,28.69154,,2868350341.0,0.21535,2385534289.12,36.66774,1174791182.98,2868350341.0,,,860886750.0,10166933.86,2012.0
000722.SZ,Hunan Development Group Co Ltd,China,AA-,6.06011526087332,70.26935,,0.0,,2132185625.75,-0.12013,3495111863.46,,2097179596.78,2132185625.75,,,257604570.0,3334439.44,2012.0
NWPN.PK,Now Corp,United States of America,B+,,,,,,,,,,,,,,,,2012.0
CHAR.SI,Charisma Energy Services Ltd,Singapore,B+,-22.5928080091054,8.75102,,,,9816000.0,0.01419,184030667.493857,14.83787,6654000.0,9816000.0,,,4803165.0,428308.84919,2012.0
EMAE4.SA,EMAE Empresa Metropolitana de Aguas e Energia SA,Brazil,BBB+,-4.81504288940872,3.44576,,,,1067195000.0,-0.03045,273408421.6,4.55983,655572000.0,1067195000.0,,,174509000.0,89951000.0,2012.0
0686.HK,Beijing Energy International Holding Co Ltd,Hong Kong,BB-,-10.610777755198,53.39171,,,,1290576871.31613,2.33506,900368950.577072,243.99296,247573723.50968,1290576871.31613,,,181591153.0,159930721.91791,2012.0
600163.SS,Zhongmin Energy Co Ltd,China,A-,-11.8182627947714,53.81629,,0.15897,,3573942546.82,0.78528,2748610047.6,114.07737,1491149157.95,3573942546.82,,,1466986550.0,94807243.32,2012.0
ECVG.DE,Encavis AG,Germany,BB-,8.2259274303989,69.69564,,3.71775,,455017000.0,2.01347,177628000.0,215.52179,122119000.0,455017000.0,,,45118000.0,23921000.0,2012.0
